PNOME,QTDE,PERC
FRANILSON,1,0.0002
FRANCYKELLY,1,0.0002
FRANCYELY,1,0.0002
FRANCYELLI,1,0.0002
ASTREIDA,1,0.0002
FRANCLE,1,0.0002
FRANCLECIA,1,0.0002
FRANCLEIA,1,0.0002
FRANCLER,1,0.0002
FRANCOALDO,1,0.0002
FRANCOIRA,1,0.0002
FRANCSIDEMAR,1,0.0002
ASTON,1,0.0002
FRANCUER,1,0.0002
FRANCWENIA,1,0.0002
FRANCYANA,1,0.0002
FRANCYANE,1,0.0002
FRANCYANNE,1,0.0002
FRANCYELE,1,0.0002
FRANJUSLENE,1,0.0002
ASTHELLA,1,0.0002
FRANKALISON,1,0.0002
FRANKSLALE,1,0.0002
FRANKMAR,1,0.0002
FRANKMARA,1,0.0002
FRANKNALDO,1,0.0002
FRANKNILDO,1,0.0002
FRANKO,1,0.0002
FRANKS,1,0.0002
FRANKSLEIDE,1,0.0002
FRANKLO,1,0.0002
FRANKSLENE,1,0.0002
FRANKSWELL,1,0.0002
FRANKY,1,0.0002
FRANKYSIA,1,0.0002
FRANQUELSON,1,0.0002
FRANQUISNEI,1,0.0002
FRANKLY,1,0.0002
FRANKLLIN,1,0.0002
FRANKCELINA,1,0.0002
FRANKIE,1,0.0002
FRANKCILENO,1,0.0002
FRANKCINEIA,1,0.0002
FRANKCIONE,1,0.0002
FRANKELINE,1,0.0002
FRANKEMBERG,1,0.0002
FRANKES,1,0.0002
FRANKILANE,1,0.0002
FRANKLINA,1,0.0002
FRANKILEIDE,1,0.0002
FRANKLANE,1,0.0002
FRANKLE,1,0.0002
FRANKLEYTHON,1,0.0002
FRANKLHES,1,0.0002
ASTHA,1,0.0002
FUVIA,1,0.0002
FYLIPE,1,0.0002
GABI,1,0.0002
GABIA,1,0.0002
GEAM,1,0.0002
GEAMBERG,1,0.0002
GEAMES,1,0.0002
ASKERY,1,0.0002
ASIR,1,0.0002
GEANDSON,1,0.0002
ASHLEY,1,0.0002
GEANEIDE,1,0.0002
GEANEIVA,1,0.0002
GEANELIZA,1,0.0002
GEANETH,1,0.0002
GEANFRANCO,1,0.0002
GEANGELA,1,0.0002
GEANICE,1,0.0002
GEANILSON,1,0.0002
GEAANNE,1,0.0002
GDEANE,1,0.0002
GBOADO,1,0.0002
ASLANI,1,0.0002
GARYO,1,0.0002
ASLEI,1,0.0002
GASPARINO,1,0.0002
GASPARRY,1,0.0002
GASPERIM,1,0.0002
GASSEN,1,0.0002
GASTILIANE,1,0.0002
GAYA,1,0.0002
GAUBER,1,0.0002
GAUDERIZO,1,0.0002
GAUDIO,1,0.0002
GAUGEFRAN,1,0.0002
GAUS,1,0.0002
GAUSSIANNE,1,0.0002
GEANINI,1,0.0002
GEANIO,1,0.0002
GEANISON,1,0.0002
GECIVAN,1,0.0002
GECILDO,1,0.0002
ASHER,1,0.0002
GECILIO,1,0.0002
GECIO,1,0.0002
GECIONE,1,0.0002
GECIRLEI,1,0.0002
GECYCLAN,1,0.0002
GECICA,1,0.0002
GECYLENE,1,0.0002
GECYNALDA,1,0.0002
GEDALIAS,1,0.0002
GEDEAN,1,0.0002
GEDEANDRO,1,0.0002
GEDEEL,1,0.0002
GECILANE,1,0.0002
GECIANA,1,0.0002
GEANLUCA,1,0.0002
GEAZIR,1,0.0002
ASHISH,1,0.0002
GEANNI,1,0.0002
GEANNIE,1,0.0002
GEANSO,1,0.0002
GEANYNNE,1,0.0002
GEASY,1,0.0002
GEAZZY,1,0.0002
GECEMAR,1,0.0002
GEBALDO,1,0.0002
GEBEL,1,0.0002
GEBERSON,1,0.0002
GECASIA,1,0.0002
GECELE,1,0.0002
GECELMINO,1,0.0002
GARRONE,1,0.0002
GARJEGO,1,0.0002
GARIVALDO,1,0.0002
GAIO,1,0.0002
GAGARIN,1,0.0002
GAHELYKA,1,0.0002
GAIA,1,0.0002
GAIANE,1,0.0002
GAINETE,1,0.0002
GAINETI,1,0.0002
GAIRO,1,0.0002
GADAFY,1,0.0002
GAIUS,1,0.0002
ASPASIA,1,0.0002
GALBAS,1,0.0002
GALBERTO,1,0.0002
GALBIA,1,0.0002
GALDER,1,0.0002
GADDIEL,1,0.0002
GABRYELL,1,0.0002
GALEN,1,0.0002
ASSED,1,0.0002
GABIFRAN,1,0.0002
GABOR,1,0.0002
GABRIANE,1,0.0002
ASSILON,1,0.0002
ASSIANDRA,1,0.0002
ASSENCLEW,1,0.0002
GABRIELITO,1,0.0002
GABRYELA,1,0.0002
ASSANAHIW,1,0.0002
ASSALU,1,0.0002
ASSAIAH,1,0.0002
ASSAAD,1,0.0002
GABRIHEL,1,0.0002
GABRIMAR,1,0.0002
ASNAR,1,0.0002
GALENE,1,0.0002
GARIO,1,0.0002
GARDIA,1,0.0002
GARDEN,1,0.0002
GARDENEA,1,0.0002
GARDENHA,1,0.0002
ASLIURY,1,0.0002
GARDENIO,1,0.0002
GARDETE,1,0.0002
GARDIANE,1,0.0002
GANEM,1,0.0002
GARDILENE,1,0.0002
GARDNER,1,0.0002
GARDY,1,0.0002
ASLEN,1,0.0002
GARIBALDINO,1,0.0002
GARIGHAM,1,0.0002
GANESH,1,0.0002
GANDULFIO,1,0.0002
GALERIO,1,0.0002
GALTHER,1,0.0002
GALHARDO,1,0.0002
GALIANO,1,0.0002
GALILEIA,1,0.0002
GALILEO,1,0.0002
ASMYNNE,1,0.0002
GALLVAN,1,0.0002
GALTIERI,1,0.0002
GANDHI,1,0.0002
GALVANI,1,0.0002
GALVANIA,1,0.0002
GAMIL,1,0.0002
GAMINA,1,0.0002
GAMZE,1,0.0002
GANDERLAN,1,0.0002
EDNALIA,1,0.0002
EDNAI,1,0.0002
LUDIVINE,1,0.0002
CORINTHO,1,0.0002
CRAUDELI,1,0.0002
CREBIO,1,0.0002
CRECILIA,1,0.0002
CREDIGAR,1,0.0002
CREDINE,1,0.0002
CREDISTON,1,0.0002
CREIDE,1,0.0002
CREILDES,1,0.0002
CREILSO,1,0.0002
CREISE,1,0.0002
CREISON,1,0.0002
CREITON,1,0.0002
CRELIO,1,0.0002
CRELISON,1,0.0002
CREMIL,1,0.0002
CRAMER,1,0.0002
COUGLAN,1,0.0002
COSMITO,1,0.0002
CORYNTHO,1,0.0002
CORIOLANU,1,0.0002
CORIVAL,1,0.0002
CORNELI,1,0.0002
BRASILEIDE,1,0.0002
CORNEVILE,1,0.0002
CORSINO,1,0.0002
COSAM,1,0.0002
COSMILDA,1,0.0002
COSIMO,1,0.0002
BRASILA,1,0.0002
COSMEA,1,0.0002
COSMEILSON,1,0.0002
COSMELENA,1,0.0002
COSMELINDA,1,0.0002
BRASDELMIR,1,0.0002
CREMILDES,1,0.0002
CREMILTON,1,0.0002
CRHISLAYNE,1,0.0002
CREVELINO,1,0.0002
CREYTON,1,0.0002
CREZEUDA,1,0.0002
CREZILDA,1,0.0002
CREZIVANDO,1,0.0002
CRHIS,1,0.0002
CRHISTIANE,1,0.0002
CREUZILENE,1,0.0002
CRHISTIANO,1,0.0002
CRHISTINE,1,0.0002
CRHISTINNE,1,0.0002
CRHISTOPHE,1,0.0002
CRHISTYANNE,1,0.0002
CRICIANE,1,0.0002
CREUZO,1,0.0002
BRANE,1,0.0002
CREMIR,1,0.0002
BRAS,1,0.0002
CRENIVALDO,1,0.0002
CREONI,1,0.0002
CREONILDA,1,0.0002
CREOSVALDO,1,0.0002
CREOVELUCIA,1,0.0002
CREPSON,1,0.0002
CRESOEL,1,0.0002
CREUSTIANA,1,0.0002
CRETO,1,0.0002
CREUDECY,1,0.0002
CREUDES,1,0.0002
CREUMIR,1,0.0002
CREUNICE,1,0.0002
BRANLY,1,0.0002
CORIOLAN,1,0.0002
CORINNY,1,0.0002
CRIJINA,1,0.0002
CORINE,1,0.0002
CLOVIA,1,0.0002
BRAULE,1,0.0002
CLOVISSON,1,0.0002
CLUVIO,1,0.0002
CLYCIA,1,0.0002
CLYMENE,1,0.0002
CLYNTON,1,0.0002
CLYSTENE,1,0.0002
CLYSTENES,1,0.0002
CLYVER,1,0.0002
CLYVIHK,1,0.0002
CLYVONEIDE,1,0.0002
CNEIO,1,0.0002
COCHIRAN,1,0.0002
COCHISE,1,0.0002
CLOUDOMIRO,1,0.0002
CLOUDINALDO,1,0.0002
CLOUD,1,0.0002
CLORI,1,0.0002
CLODOVIR,1,0.0002
CLOE,1,0.0002
CLOELI,1,0.0002
CLOIR,1,0.0002
CLOMILSON,1,0.0002
CLOOER,1,0.0002
CLORISANA,1,0.0002
BRAULINDO,1,0.0002
CLORISVAL,1,0.0002
CLOSATO,1,0.0002
CLOSENY,1,0.0002
CLOSMARINA,1,0.0002
CLOTARIO,1,0.0002
CLOTEN,1,0.0002
COELI,1,0.0002
COLBERT,1,0.0002
COLENTINO,1,0.0002
BRASILIA,1,0.0002
CONSTANTINOS,1,0.0002
CONSUELE,1,0.0002
CONSUELENA,1,0.0002
BRASILIANA,1,0.0002
CONSUIRA,1,0.0002
COR,1,0.0002
CORACAO,1,0.0002
CONSOELLO,1,0.0002
CORALINA,1,0.0002
CORALIO,1,0.0002
CORBELIANO,1,0.0002
CORBINIANO,1,0.0002
CORDELIA,1,0.0002
BRASILENA,1,0.0002
BRASILICIO,1,0.0002
CONSOELIO,1,0.0002
COLIMAR,1,0.0002
COMARCI,1,0.0002
COLIN,1,0.0002
COLINOS,1,0.0002
COLLIEN,1,0.0002
COLMAR,1,0.0002
COLOMBINA,1,0.0002
COLUMBINO,1,0.0002
CONAN,1,0.0002
CONNY,1,0.0002
CONAR,1,0.0002
CONCEILANDIA,1,0.0002
CONCEPTA,1,0.0002
CONCUELO,1,0.0002
CONDE,1,0.0002
CONDORCET,1,0.0002
CRIGIONALDO,1,0.0002
CRINEU,1,0.0002
CLODOMAR,1,0.0002
CRISTIELSON,1,0.0002
CRISTOVALTO,1,0.0002
BORTOLO,1,0.0002
CRISTTOFER,1,0.0002
CRISTYANNE,1,0.0002
CRISTYENE,1,0.0002
CRISTYNE,1,0.0002
CRISVALDO,1,0.0002
CRISVALTER,1,0.0002
CRISVANE,1,0.0002
CRISVANIA,1,0.0002
CRIVALDO,1,0.0002
CRIZ,1,0.0002
CRIZALDA,1,0.0002
CRIZANE,1,0.0002
CRIZANTHO,1,0.0002
CRISTOVALDO,1,0.0002
CRISTOVAL,1,0.0002
CRISTOVA,1,0.0002
CRISTIOGENES,1,0.0002
CRISTILENE,1,0.0002
BOUZID,1,0.0002
BOUTROS,1,0.0002
CRISTINIANA,1,0.0002
CRISTINIANO,1,0.0002
BOSCOLLI,1,0.0002
CRISTO,1,0.0002
CRISTOS,1,0.0002
CRISTOBAL,1,0.0002
CRISTOFANE,1,0.0002
CRISTOFE,1,0.0002
CRISTOL,1,0.0002
CRISTON,1,0.0002
CRISTOPHE,1,0.0002
CRIZIELI,1,0.0002
CRIZOGNO,1,0.0002
CRODOALDO,1,0.0002
BONNY,1,0.0002
CURSINO,1,0.0002
BORKO,1,0.0002
CYANA,1,0.0002
CYANEA,1,0.0002
CYARLEN,1,0.0002
BORBA,1,0.0002
CYDA,1,0.0002
CSABA,1,0.0002
CYDIA,1,0.0002
CYEL,1,0.0002
CYJARA,1,0.0002
CYLEMI,1,0.0002
CYLLENO,1,0.0002
CYLLIAN,1,0.0002
CUARACY,1,0.0002
CRYSTTIAN,1,0.0002
CROMWELL,1,0.0002
CRYSLAINNE,1,0.0002
CROUNEL,1,0.0002
CRYCILA,1,0.0002
CRYSANTE,1,0.0002
CRYSDDALLYANNE,1,0.0002
CRYSEVERLIN,1,0.0002
CRYSHNA,1,0.0002
CRYSLANE,1,0.0002
CRYSTOPHER,1,0.0002
CRYSOLOGO,1,0.0002
CRYSTAL,1,0.0002
CRYSTHIAN,1,0.0002
CRYSTHIANE,1,0.0002
CRYSTIAM,1,0.0002
CRYSTIANNE,1,0.0002
CRISTIELY,1,0.0002
CRISTIELLI,1,0.0002
BRANDOW,1,0.0002
CRISTIELI,1,0.0002
BRANDIZIO,1,0.0002
CRISLANI,1,0.0002
CRISLANNE,1,0.0002
CRISLANNY,1,0.0002
CRISLEILDO,1,0.0002
BRANDINA,1,0.0002
CRISLER,1,0.0002
CRISLIANE,1,0.0002
CRISLLA,1,0.0002
CRISLLER,1,0.0002
CRISLLIAN,1,0.0002
CRISLUCI,1,0.0002
CRISNARA,1,0.0002
CRISNATANY,1,0.0002
CRISNICAW,1,0.0002
CRISLANDIA,1,0.0002
CRISLAINI,1,0.0002
CRISLA,1,0.0002
CRISCIELE,1,0.0002
CRISABEL,1,0.0002
CRISALIDA,1,0.0002
CRISAMUTE,1,0.0002
CRISANVANIA,1,0.0002
CRISCIAN,1,0.0002
CRISCIANE,1,0.0002
CRISCIELLI,1,0.0002
CRISILANE,1,0.0002
CRISDAVID,1,0.0002
CRISEA,1,0.0002
CRISELEM,1,0.0002
CRISELEN,1,0.0002
CRISHANE,1,0.0002
CRISIELLY,1,0.0002
CRISNNA,1,0.0002
CRISOLETE,1,0.0002
CRISOLITA,1,0.0002
BRAINE,1,0.0002
CRISTIAINI,1,0.0002
BRAINERD,1,0.0002
BRAINER,1,0.0002
CRISTIANEIA,1,0.0002
CRISTIANELE,1,0.0002
CRISTIANGREY,1,0.0002
CRISTIANINI,1,0.0002
CRISTHOPHE,1,0.0002
CRISTIANLIA,1,0.0002
BRAIER,1,0.0002
CRISTIANNO,1,0.0002
CRISTIANNY,1,0.0002
BOZENA,1,0.0002
CRISTIELEN,1,0.0002
CRISTIAINE,1,0.0002
CRISTHINA,1,0.0002
CRISONEIA,1,0.0002
CRISTALINA,1,0.0002
CRISOSTOMO,1,0.0002
BRANDA,1,0.0002
CRISPINIANA,1,0.0002
CRISSIA,1,0.0002
CRISSVANIA,1,0.0002
CRISTA,1,0.0002
CRISTEANE,1,0.0002
CRISTHIELI,1,0.0002
CRISTHABEL,1,0.0002
BRAND,1,0.0002
BRANCILENE,1,0.0002
CRISTHIANNE,1,0.0002
CRISTHIANNI,1,0.0002
CRISTHIANNY,1,0.0002
CLODONILSON,1,0.0002
CLODOLPHO,1,0.0002
CYNDIELLE,1,0.0002
CLEONOIR,1,0.0002
CLERINALDO,1,0.0002
BRENDOW,1,0.0002
CLERIS,1,0.0002
CLERIVALDO,1,0.0002
CLERYNEZIO,1,0.0002
CLERYSTON,1,0.0002
CLESAR,1,0.0002
CLESCIMONE,1,0.0002
CLESEMARY,1,0.0002
CLESIANU,1,0.0002
CLESINAIDE,1,0.0002
CLESITO,1,0.0002
CLESIUS,1,0.0002
CLESIVANIA,1,0.0002
CLESMANYA,1,0.0002
CLERILDA,1,0.0002
CLERIENE,1,0.0002
CLERIANE,1,0.0002
CLEOVANE,1,0.0002
CLEOPAS,1,0.0002
CLEOPLINIO,1,0.0002
CLEOSIR,1,0.0002
CLEOSMAR,1,0.0002
CLEOSMILDA,1,0.0002
CLEOVALDO,1,0.0002
CLEOVANIA,1,0.0002
BRENDSON,1,0.0002
CLEOVANIS,1,0.0002
CLEOVANSOSTHENES,1,0.0002
CLEOVIA,1,0.0002
CLEOVIR,1,0.0002
CLEOZILDA,1,0.0002
CLER,1,0.0002
CLESNAN,1,0.0002
CLESON,1,0.0002
CLESSIOMARA,1,0.0002
CLEUDINE,1,0.0002
CLEUDENIR,1,0.0002
CLEUDENIRA,1,0.0002
CLEUDERSON,1,0.0002
CLEUDI,1,0.0002
CLEUDIA,1,0.0002
CLEUDILENE,1,0.0002
CLEUDINEIA,1,0.0002
CLEUCY,1,0.0002
CLEUDIO,1,0.0002
CLEUDISMAR,1,0.0002
CLEUDISON,1,0.0002
CLEUDIVAN,1,0.0002
CLEUDMAR,1,0.0002
CLEUDOMIR,1,0.0002
CLEUDEMAR,1,0.0002
CLEUCIVAN,1,0.0002
CLESSIUS,1,0.0002
CLETY,1,0.0002
CLESSY,1,0.0002
CLESTON,1,0.0002
CLETA,1,0.0002
CLETHO,1,0.0002
CLETIANE,1,0.0002
BRENDDA,1,0.0002
CLEU,1,0.0002
CLEUCIANE,1,0.0002
CLEUBA,1,0.0002
BRENDALY,1,0.0002
CLEUBI,1,0.0002
CLEUBIO,1,0.0002
CLEUCE,1,0.0002
CLEUCI,1,0.0002
CLEONY,1,0.0002
CLEONITA,1,0.0002
CLEUENE,1,0.0002
CLEONISSE,1,0.0002
CLEMIRO,1,0.0002
CLEMIS,1,0.0002
CLEMISSON,1,0.0002
CLEMISTON,1,0.0002
CLEMIUDA,1,0.0002
CLENAILDE,1,0.0002
CLENDA,1,0.0002
CLENE,1,0.0002
CLENEILDA,1,0.0002
BREYLLA,1,0.0002
BRESSANE,1,0.0002
CLENILMA,1,0.0002
BRESCIA,1,0.0002
CLENILTON,1,0.0002
CLENILZA,1,0.0002
CLEMIR,1,0.0002
BREYNNER,1,0.0002
BREYTNER,1,0.0002
CLEMAIR,1,0.0002
CLELCIMAR,1,0.0002
BRIANY,1,0.0002
CLELIANE,1,0.0002
CLELIDA,1,0.0002
BRIANNE,1,0.0002
CLELMA,1,0.0002
CLEMAX,1,0.0002
CLEMILSO,1,0.0002
CLEMENCIA,1,0.0002
BRIANDA,1,0.0002
CLEMENTO,1,0.0002
CLEMESON,1,0.0002
CLEMICIO,1,0.0002
CLEMILDOM,1,0.0002
BRENON,1,0.0002
CLENIZA,1,0.0002
CLENIZE,1,0.0002
CLEONEYDE,1,0.0002
CLEONARDO,1,0.0002
BRENILSON,1,0.0002
CLEONEI,1,0.0002
CLEONEILTON,1,0.0002
CLEONER,1,0.0002
CLEONERUBENS,1,0.0002
CLEONIDES,1,0.0002
CLEOMIRA,1,0.0002
CLEONILTON,1,0.0002
CLEONILZA,1,0.0002
CLEONIO,1,0.0002
CLEONIS,1,0.0002
CLEONISCE,1,0.0002
CLEONISIA,1,0.0002
CLEONABULA,1,0.0002
CLEOMILDA,1,0.0002
CLENO,1,0.0002
CLEODIR,1,0.0002
CLEOBEN,1,0.0002
CLEOBERY,1,0.0002
CLEOBINO,1,0.0002
CLEOCIDES,1,0.0002
CLEOCY,1,0.0002
CLEODESIO,1,0.0002
CLEODOANA,1,0.0002
CLEOMICIO,1,0.0002
CLEOFATIMA,1,0.0002
CLEOFO,1,0.0002
CLEOGENES,1,0.0002
CLEOMAIZ,1,0.0002
CLEOMARCIA,1,0.0002
CLEOMASINA,1,0.0002
BREINER,1,0.0002
CLEUIR,1,0.0002
CLODOIR,1,0.0002
CLEYVISON,1,0.0002
CLIFTON,1,0.0002
CLIJOMAR,1,0.0002
CLILSON,1,0.0002
CLILTON,1,0.0002
CLIMACO,1,0.0002
CLIMARIO,1,0.0002
CLIMBIE,1,0.0002
CLIMERE,1,0.0002
CLIMERIA,1,0.0002
BRAULO,1,0.0002
CLINASCIA,1,0.0002
CLINDERSON,1,0.0002
CLINEU,1,0.0002
CLINGER,1,0.0002
CLINIMAR,1,0.0002
CLIFSON,1,0.0002
CLIDSON,1,0.0002
CLIDOVAL,1,0.0002
BRAULY,1,0.0002
CLEZILDA,1,0.0002
BRAUTINEI,1,0.0002
CLEZION,1,0.0002
CLIBSON,1,0.0002
CLICEIDE,1,0.0002
CLICELIA,1,0.0002
CLICIAN,1,0.0002
CLIDIOMAR,1,0.0002
CLICIEUVA,1,0.0002
CLICIO,1,0.0002
CLIDEMAR,1,0.0002
CLIDER,1,0.0002
CLIDIANO,1,0.0002
CLIDINEIA,1,0.0002
CLINTIANO,1,0.0002
CLIO,1,0.0002
CLISA,1,0.0002
CLIZENEUDA,1,0.0002
CLIVEA,1,0.0002
CLIVER,1,0.0002
BRAULITA,1,0.0002
CLIVIAN,1,0.0002
CLIVIO,1,0.0002
CLIZARES,1,0.0002
CLOBERT,1,0.0002
CLIVANDIR,1,0.0002
CLODEILDES,1,0.0002
CLODEMIR,1,0.0002
CLODES,1,0.0002
CLODIMAR,1,0.0002
CLODIS,1,0.0002
BRAULIRO,1,0.0002
CLIVANDY,1,0.0002
CLIVALDO,1,0.0002
CLISANGELA,1,0.0002
CLISSIA,1,0.0002
CLISIVANIA,1,0.0002
CLISLENIO,1,0.0002
CLISLIAN,1,0.0002
CLISMAGNA,1,0.0002
CLISMAN,1,0.0002
CLISPIM,1,0.0002
CLISSIE,1,0.0002
CLIUSON,1,0.0002
BRAULLY,1,0.0002
CLISTENIS,1,0.0002
CLISTHENIS,1,0.0002
CLISTIENE,1,0.0002
CLITEMNESTRA,1,0.0002
CLIUDENOR,1,0.0002
CLEZIEL,1,0.0002
CLEYVERSON,1,0.0002
CLEUJANIO,1,0.0002
BRAYAW,1,0.0002
CLEUSONI,1,0.0002
CLEUTO,1,0.0002
BREICHO,1,0.0002
BREHME,1,0.0002
CLEUZENIR,1,0.0002
CLEUZETE,1,0.0002
CLEUZIA,1,0.0002
CLEUZIELI,1,0.0002
CLEUZIELLE,1,0.0002
CLEUZILAINE,1,0.0002
CLEUZILENE,1,0.0002
CLEVANICE,1,0.0002
CLEVANIR,1,0.0002
CLEVEONEI,1,0.0002
BRAZILINO,1,0.0002
CLEUSO,1,0.0002
CLEUSMAR,1,0.0002
CLEUSINEIA,1,0.0002
CLEUMIR,1,0.0002
CLEULENE,1,0.0002
CLEULER,1,0.0002
CLEULUCIA,1,0.0002
BREILSON,1,0.0002
CLEUMARA,1,0.0002
CLEUMINHA,1,0.0002
CLEUMO,1,0.0002
CLEUSILEIA,1,0.0002
BREILA,1,0.0002
CLEUNICIO,1,0.0002
CLEUNILDES,1,0.0002
CLEUNIS,1,0.0002
BREIDY,1,0.0002
CLEUSELY,1,0.0002
CLEVERLAND,1,0.0002
BRAZILINA,1,0.0002
BRAZIEL,1,0.0002
CLEYDON,1,0.0002
CLEYDEMARA,1,0.0002
CLEYDENVER,1,0.0002
CLEYDIANNE,1,0.0002
CLEYDIMARA,1,0.0002
CLEYDINILCE,1,0.0002
CLEYDNER,1,0.0002
BRAYN,1,0.0002
CLEYCON,1,0.0002
CLEYDSTONE,1,0.0002
CLEYLA,1,0.0002
CLEYLTON,1,0.0002
CLEYNE,1,0.0002
CLEYSYVAN,1,0.0002
CLEYTHON,1,0.0002
BRAYON,1,0.0002
CLEYCIANNE,1,0.0002
CLEVESON,1,0.0002
CLEWERSON,1,0.0002
CLEVI,1,0.0002
CLEVIANE,1,0.0002
CLEVILSON,1,0.0002
CLEVIS,1,0.0002
CLEVISVALDO,1,0.0002
CLEWER,1,0.0002
CLEWERTON,1,0.0002
CLEYCIANE,1,0.0002
CLEWILSON,1,0.0002
CLEWTON,1,0.0002
BRAYTNER,1,0.0002
CLEYANE,1,0.0002
CLEYBSON,1,0.0002
CLEYCE,1,0.0002
CYNDI,1,0.0002
CYNERAYLLY,1,0.0002
DAVIELY,1,0.0002
DANNYSON,1,0.0002
BILIANE,1,0.0002
DANYARA,1,0.0002
BILGA,1,0.0002
BILEIDYS,1,0.0002
BILALICE,1,0.0002
DANYENNE,1,0.0002
DANYERIKA,1,0.0002
DANYLA,1,0.0002
BIGAIR,1,0.0002
BIENVENIDO,1,0.0002
DANYLSON,1,0.0002
DANYWELLYSON,1,0.0002
DAONE,1,0.0002
DAPHINI,1,0.0002
DAPHINNY,1,0.0002
DANUZIO,1,0.0002
BILIRRELLI,1,0.0002
DANUTE,1,0.0002
DANTAS,1,0.0002
DANNYTZA,1,0.0002
DANON,1,0.0002
DANSTIN,1,0.0002
DANSTRAY,1,0.0002
DANT,1,0.0002
DANTA,1,0.0002
BILME,1,0.0002
DANUSE,1,0.0002
DANTHE,1,0.0002
BILMAR,1,0.0002
DANUBYA,1,0.0002
DANUCE,1,0.0002
DANURYS,1,0.0002
BILLIDINS,1,0.0002
BIDOSSESSI,1,0.0002
BIBLIANA,1,0.0002
DARAH,1,0.0002
DARCIVALDO,1,0.0002
DARCIONE,1,0.0002
DARCIRIA,1,0.0002
DARCIRIO,1,0.0002
DARCISIO,1,0.0002
DARCIUS,1,0.0002
DARCIVAL,1,0.0002
DARCLEA,1,0.0002
DARCINEIDE,1,0.0002
DARCLET,1,0.0002
DARCON,1,0.0002
DARCTON,1,0.0002
DARCYANNE,1,0.0002
DARCYLENE,1,0.0002
DARDANIA,1,0.0002
BIBIANI,1,0.0002
DARCIMARCOS,1,0.0002
DARBIO,1,0.0002
DARCIENI,1,0.0002
DARCENY,1,0.0002
DARCET,1,0.0002
DARCICLEA,1,0.0002
DARCIDIA,1,0.0002
DARCIELE,1,0.0002
DARCIELLA,1,0.0002
DARCILA,1,0.0002
DARCILIUS,1,0.0002
DARCILEI,1,0.0002
DARCILEIA,1,0.0002
DARCILENA,1,0.0002
DARCILESIO,1,0.0002
DARCILEY,1,0.0002
DARCILIO,1,0.0002
DANNYTHA,1,0.0002
DANNYSE,1,0.0002
DARDIELLE,1,0.0002
DANNYL,1,0.0002
BIRSTON,1,0.0002
BIRGRID,1,0.0002
DANIELMA,1,0.0002
BIRGIT,1,0.0002
DANIENE,1,0.0002
DANIERVELIN,1,0.0002
DANIEVERSON,1,0.0002
DANIEVERTON,1,0.0002
DANIHELEN,1,0.0002
DANIL,1,0.0002
BIRATAN,1,0.0002
DANILENE,1,0.0002
DANILENO,1,0.0002
DANILER,1,0.0002
DANILEY,1,0.0002
BISTRA,1,0.0002
DANIELHY,1,0.0002
DANIELEN,1,0.0002
BLADEMIR,1,0.0002
DANER,1,0.0002
DANES,1,0.0002
DANESSA,1,0.0002
DANGE,1,0.0002
DANGLEI,1,0.0002
BLADIMIR,1,0.0002
BJORN,1,0.0002
BITANNI,1,0.0002
DANIARA,1,0.0002
DANICHI,1,0.0002
DANIE,1,0.0002
DANIEGE,1,0.0002
BIVANILDA,1,0.0002
BIVAL,1,0.0002
BIRAELSON,1,0.0002
DANILLY,1,0.0002
DANILMA,1,0.0002
DANNIELLY,1,0.0002
DANNE,1,0.0002
DANNEA,1,0.0002
DANNER,1,0.0002
DANNI,1,0.0002
DANNIA,1,0.0002
BIMARIA,1,0.0002
DANNIELY,1,0.0002
DANKA,1,0.0002
DANNIERY,1,0.0002
DANNILA,1,0.0002
DANNILY,1,0.0002
DANNUBIA,1,0.0002
DANNUSE,1,0.0002
BILZA,1,0.0002
DANN,1,0.0002
DANIZELDA,1,0.0002
BIRACY,1,0.0002
DANITIELLI,1,0.0002
BIONOR,1,0.0002
DANIO,1,0.0002
DANIS,1,0.0002
DANISETE,1,0.0002
DANISLEI,1,0.0002
DANISVEL,1,0.0002
DANIUSKA,1,0.0002
DANIZE,1,0.0002
BIOLANGE,1,0.0002
DANIVALTON,1,0.0002
DANIVIA,1,0.0002
DANIVIDES,1,0.0002
DANIVIO,1,0.0002
DANIZA,1,0.0002
DARDEG,1,0.0002
DARDO,1,0.0002
DANELLE,1,0.0002
DARLYENE,1,0.0002
DART,1,0.0002
DARTANHA,1,0.0002
DARTESON,1,0.0002
DARTH,1,0.0002
DARTIELLE,1,0.0002
DARTIU,1,0.0002
DARTSON,1,0.0002
DARUECK,1,0.0002
DARUSA,1,0.0002
DARYELLEN,1,0.0002
DARYNE,1,0.0002
DASCIANA,1,0.0002
DASLIANKA,1,0.0002
DASNIER,1,0.0002
DASO,1,0.0002
DARSONE,1,0.0002
DARSIZA,1,0.0002
DARSILVIO,1,0.0002
DARNEI,1,0.0002
DARLYNE,1,0.0002
DARLYSON,1,0.0002
DARLYSSON,1,0.0002
DARLYTON,1,0.0002
DARMENE,1,0.0002
DARMIM,1,0.0002
DARNEL,1,0.0002
DARREN,1,0.0002
DARNELL,1,0.0002
DARNILEY,1,0.0002
DARO,1,0.0002
DAROS,1,0.0002
DAROVYS,1,0.0002
DARQUE,1,0.0002
DASSAEL,1,0.0002
DASTUR,1,0.0002
DASYMAR,1,0.0002
DAVANICE,1,0.0002
DAURIN,1,0.0002
DAUT,1,0.0002
DAUTO,1,0.0002
DAUZILEY,1,0.0002
DAUZLEY,1,0.0002
